SOURCE_PATH	SIZE	CATEGORY	REASON
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/welcomeGettingStarted/common/media/dark-hc.png	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/welcomeGettingStarted/common/media/learn.svg	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/welcomeGettingStarted/common/media/light-hc.png	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/welcomeGettingStarted/common/media/multi-file-edits.svg	240K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/welcomeGettingStarted/common/media/menuBar.svg	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/notebook/common/services/notebookWebWorkerMain.js	240K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/stop-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/stepinto-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/continue-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/run-with-debugging-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/stepover-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/restart-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/stepout-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/browser/media/pause-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/contrib/debug/node/telemetryApp.js	156K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/browser/parts/editor/media/forward-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/browser/parts/editor/media/back-tb.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/api/node/extensionHostProcess.js	1.7M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/api/worker/extensionHostWorkerMain.js	1.5M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/services/languageDetection/browser/languageDetectionWebWorkerMain.js	152K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/services/textMate/browser/backgroundTokenization/worker/textMateTokenizationWorker.workerMain.js	240K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/services/extensions/worker/webWorkerExtensionHostIframe.html	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/services/search/worker/localFileSearchMain.js	152K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/workbench.desktop.main.css	900K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/base/parts/sandbox/electron-browser/preload-aux.js	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/base/node/ps.sh	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/base/node/terminateProcess.sh	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/base/node/cpuUsage.sh	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/languages/highlights/css.scm	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/languages/highlights/typescript.scm	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/languages/highlights/regex.scm	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/languages/highlights/ini.scm	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/languages/injections/typescript.scm	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vs/editor/common/services/editorWebWorkerMain.js	340K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/nls.keys.json	512K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/main.js	944K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/nls.messages.json	804K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/cli.js	212K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/bootstrap-fork.js	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/vscode-dts/vscode.d.ts	724K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/opacity-background.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/github.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/loading-hc.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/apple-dark.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/letterpress-light.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/loading.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/apple-light.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/google.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/code-icon.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/letterpress-hcLight.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/codicon.ttf	124K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/loading-dark.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/letterpress-dark.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/out/media/letterpress-hcDark.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/resources/workbenchModes/agent-sessions.code-workbench-mode	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/node_modules.asar	44K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/tr-tr/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/fr-fr/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/de-de/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/pl-pl/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/es-es/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/ru-ru/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/ja-jp/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/zh-cn/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/cs-cz/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/policies/zh-tw/com.microsoft.VSCode.plist	12K	CITATIONS_SOURCES	Possible citation/source registry material
